INSERT Address (Street, City, ZIP, Country) VALUES ('Red Clarendon 7','Peshastin',404919,'France');
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,954,978);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,952,979);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,953,979);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,952,980);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,953,980);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,952,981);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,953,981);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,953,982);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,954,982);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,952,983);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (607,953,983);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (608,956,3120);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (608,955,3121);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (608,956,3121);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (608,955,3122);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (608,956,3122);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4098);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4098);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4099);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4099);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4100);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4100);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4101);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4103);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4103);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4104);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4104);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4105);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4105);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4106);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4106);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4107);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4107);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4108);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4108);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4110);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4110);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4102);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4102);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,957,4109);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (609,959,4109);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1576);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1578);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1579);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1580);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1581);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1582);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (610,960,1577);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1576);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1577);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1578);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1581);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1582);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1583);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1584);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1585);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1586);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (611,961,1587);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (612,962,5100);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (612,963,5100);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (613,964,1417);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (613,964,1418);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (613,964,1421);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (613,964,1420);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (615,965,1417);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (615,965,1418);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (615,965,1419);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (617,966,1049);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (618,968,1049);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (618,968,1050);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (619,969,4243);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3471);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,971,3472);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3473);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3474);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,971,3475);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3476);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3477);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3478);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3479);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (622,970,3480);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,972,3471);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,973,3471);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,972,3472);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,973,3472);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,972,3474);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,973,3474);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,972,3475);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,973,3475);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,972,3473);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (623,973,3473);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (624,974,4086);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (624,974,4087);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (624,974,4088);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (625,976,4086);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (625,976,4087);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (626,978,4951);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (626,978,4952);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (626,978,4953);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (626,978,4954);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (626,978,4955);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (627,979,4951);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (627,979,4952);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (627,979,4953);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (627,979,4954);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,120);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,121);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,122);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,123);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,124);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,125);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,126);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,127);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,128);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (628,980,129);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (629,981,121);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (629,981,122);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (629,981,123);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (629,981,124);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (629,981,120);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,784);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,786);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,787);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,788);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,789);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,790);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,791);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,792);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,793);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,794);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,795);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,796);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,798);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (630,982,797);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4943);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4944);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4946);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4947);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4948);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4950);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4951);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4945);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (631,983,4949);
INSERT WorkshopRegistrations (ConferenceDayReservationID, WorkshopReservationID, AttendeeID) VALUES (632,986,4943);
